datetime,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day,month,year,dayofweek,dayofyear,week,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_night,is_morning,is_afternoon,is_evening,is_weekend,season,CO(GT)_to_NOx(GT),CO(GT)_diff,CO(GT)_diff_abs,PT08.S1(CO)_diff,PT08.S1(CO)_diff_abs,NOx(GT)_diff,NOx(GT)_diff_abs,CO(GT)_rolling_mean_6h,CO(GT)_rolling_std_6h,PT08.S1(CO)_rolling_mean_6h,PT08.S1(CO)_rolling_std_6h,CO(GT)_lag_1,CO(GT)_lag_3,CO(GT)_lag_6,PT08.S1(CO)_lag_1,PT08.S1(CO)_lag_3,PT08.S1(CO)_lag_6,CO(GT)_times_PT08.S1(CO),CO(GT)_plus_PT08.S1(CO),pollution_index
2004-03-11 04:00:00,0.6,1011.0,1.3,527.0,21.0,1818.0,34.0,1197.0,445.0,10.1,60.5,0.7465,4,11,3,2004,3,71,11,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,1,0,0,0,0,2,0.028571427210884418,0.0,0.0,1.0,1.0,-24.0,24.0,0.9166666666666666,0.27141603981096407,1105.5,82.22590832578207,0.6,1.0,1.6,1010.0,1136.0,1272.0,606.6,1011.6,-0.2636258237729348
2004-03-11 05:00:00,0.7,1066.0,1.1,512.0,16.0,1918.0,28.0,1182.0,422.0,11.0,56.2,0.7366,5,11,3,2004,3,71,11,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,1,0,0,0,0,2,0.043749997265625166,0.09999999999999998,0.09999999999999998,55.0,55.0,-5.0,5.0,0.8333333333333334,0.24221202832779978,1083.6666666666667,69.47421584060214,0.6,0.9,1.2,1011.0,1094.0,1197.0,746.1999999999999,1066.7,-0.2742793157264803
2004-03-11 06:00:00,0.7,1052.0,1.6,553.0,34.0,1738.0,48.0,1221.0,472.0,10.5,58.1,0.7353,6,11,3,2004,3,71,11,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,1,0,0,0,2,0.02058823468858133,0.0,0.0,-14.0,14.0,18.0,18.0,0.75,0.16431676725155064,1061.5,48.82519841229425,0.7,0.6,1.2,1066.0,1010.0,1185.0,736.4,1052.7,-0.29582847801971546
2004-03-11 07:00:00,1.1,1144.0,3.2,667.0,98.0,1490.0,82.0,1339.0,730.0,10.2,59.6,0.7417,7,11,3,2004,3,71,11,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,1,0,0,0,2,0.01122448968138276,0.40000000000000013,0.40000000000000013,92.0,92.0,64.0,64.0,0.7666666666666666,0.1966384160500357,1062.8333333333333,51.31244163618185,0.7,0.6,1.0,1052.0,1011.0,1136.0,1258.4,1145.1,-0.1679824289739931
2004-03-11 08:00:00,2.0,1333.0,8.0,900.0,174.0,1136.0,112.0,1517.0,1102.0,10.8,57.4,0.7408,8,11,3,2004,3,71,11,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,1,0,0,0,2,0.011494252807504294,0.8999999999999999,0.8999999999999999,189.0,189.0,76.0,76.0,0.9500000000000001,0.5468089245796929,1102.6666666666667,123.01490424605703,1.1,0.7,0.9,1144.0,1066.0,1094.0,2666.0,1335.0,0.013544598376669456
2004-03-11 09:00:00,2.2,1351.0,9.5,960.0,129.0,1079.0,101.0,1583.0,1028.0,10.5,60.6,0.7691,9,11,3,2004,3,71,11,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,1,0,0,0,2,0.01705426343368788,0.20000000000000018,0.20000000000000018,18.0,18.0,-45.0,45.0,1.2166666666666666,0.7082843120291926,1159.5,147.8955712656736,2.0,0.7,0.6,1333.0,1052.0,1010.0,2972.2000000000003,1353.2,-0.03340717866155494
2004-03-11 10:00:00,1.7,1233.0,6.3,827.0,112.0,1218.0,98.0,1446.0,860.0,10.8,58.4,0.7552,10,11,3,2004,3,71,11,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,1,0,0,0,2,0.015178571293048471,-0.5000000000000002,0.5000000000000002,-118.0,118.0,-17.0,17.0,1.4000000000000001,0.6572670690061992,1196.5,130.0011538410331,2.2,1.1,0.6,1351.0,1144.0,1011.0,2096.1,1234.7,-0.17494755284516827
2004-03-11 11:00:00,1.5,1179.0,5.0,762.0,95.0,1328.0,92.0,1362.0,671.0,10.5,57.9,0.7352,11,11,3,2004,3,71,11,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,1,0,0,0,2,0.015789473518005543,-0.19999999999999996,0.19999999999999996,-54.0,54.0,-17.0,17.0,1.5333333333333332,0.5609515724790033,1215.3333333333333,114.58563028000776,1.7,2.0,0.7,1233.0,1333.0,1066.0,1768.5,1180.5,-0.2646002178417527
2004-03-11 12:00:00,1.6,1236.0,5.2,774.0,104.0,1301.0,95.0,1401.0,664.0,9.5,66.8,0.7951,12,11,3,2004,3,71,11,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,1,0,0,2,0.015384615236686393,0.10000000000000009,0.10000000000000009,57.0,57.0,9.0,9.0,1.6833333333333336,0.386867763798777,1246.0,82.16568626866078,1.5,2.2,0.7,1179.0,1351.0,1052.0,1977.6000000000001,1237.6,0.004000154984754441
2004-03-11 13:00:00,1.9,1286.0,7.3,869.0,146.0,1162.0,112.0,1537.0,799.0,8.3,76.4,0.8393,13,11,3,2004,3,71,11,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,1,0,0,2,0.013013698541002065,0.2999999999999998,0.2999999999999998,50.0,50.0,42.0,42.0,1.8166666666666664,0.2639444385977213,1269.6666666666667,65.71351966427216,1.6,1.7,1.1,1236.0,1233.0,1144.0,2443.4,1287.9,0.15737128564913702
2004-03-11 14:00:00,2.9,1371.0,11.5,1034.0,207.0,983.0,128.0,1730.0,1037.0,8.0,81.1,0.8736,14,11,3,2004,3,71,11,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,1,0,0,2,0.014009661768069266,1.0,1.0,85.0,85.0,61.0,61.0,1.9666666666666666,0.5202563470700441,1276.0,74.30746934191758,1.9,1.5,2.0,1286.0,1179.0,1333.0,3975.9,1373.9,0.37953414716685935
2004-03-11 15:00:00,2.2,1310.0,8.8,933.0,184.0,1082.0,126.0,1647.0,946.0,8.3,79.8,0.8778,15,11,3,2004,3,71,11,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,1,0,0,2,0.01195652167414934,-0.6999999999999997,0.6999999999999997,-61.0,61.0,-23.0,23.0,1.9666666666666668,0.5202563470700441,1269.1666666666667,67.61484058005817,2.9,1.6,2.2,1371.0,1236.0,1351.0,2882.0000000000005,1312.2,0.3052891859132996
2004-03-11 16:00:00,2.2,1292.0,8.3,912.0,193.0,1103.0,131.0,1591.0,957.0,9.7,71.2,0.8569,16,11,3,2004,3,71,11,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,1,0,0,2,0.011398963671507962,0.0,0.0,-18.0,18.0,9.0,9.0,2.0500000000000003,0.5089204259999784,1279.0,65.5621842223093,2.2,1.9,1.7,1310.0,1286.0,1233.0,2842.4,1294.2,0.2892726023948104
2004-03-11 17:00:00,2.9,1383.0,11.2,1020.0,243.0,1008.0,135.0,1719.0,1104.0,9.8,67.6,0.8185,17,11,3,2004,3,71,11,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,1,0,0,2,0.011934156329489068,0.6999999999999997,0.6999999999999997,91.0,91.0,50.0,50.0,2.2833333333333337,0.5269408568963563,1313.0,55.44727225031037,2.2,2.9,1.5,1292.0,1371.0,1179.0,4010.7,1385.9,0.43755007675704327
2004-03-11 18:00:00,4.8,1581.0,20.8,1319.0,281.0,799.0,151.0,2083.0,1409.0,10.3,64.2,0.8065,18,11,3,2004,3,71,11,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,1,0,2,0.017081850473018325,1.9,1.9,198.0,198.0,38.0,38.0,2.8166666666666664,1.0534071704078467,1370.5,110.84177912682598,2.9,2.2,1.6,1383.0,1310.0,1236.0,7588.799999999999,1585.8,0.581582887217173
2004-03-11 19:00:00,6.9,1776.0,27.4,1488.0,383.0,702.0,172.0,2333.0,1704.0,9.7,69.3,0.8319,19,11,3,2004,3,71,11,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,1,0,2,0.018015665749306357,2.1000000000000005,2.1000000000000005,195.0,195.0,102.0,102.0,3.65,1.8555322686496187,1452.1666666666667,189.05175658180698,4.8,2.2,1.9,1581.0,1292.0,1286.0,12254.400000000001,1782.9,1.013662425144605
2004-03-11 20:00:00,6.1,1640.0,24.0,1404.0,351.0,743.0,165.0,2191.0,1654.0,9.6,67.8,0.8133,20,11,3,2004,3,71,11,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,1,0,2,0.017378917329404792,-0.8000000000000007,0.8000000000000007,-136.0,136.0,-32.0,32.0,4.183333333333334,2.0468675254316455,1497.0,197.65424356689175,6.9,2.9,2.9,1776.0,1383.0,1371.0,10004.0,1646.1,0.8750582307682326
2004-03-11 21:00:00,3.9,1313.0,12.8,1076.0,240.0,957.0,136.0,1707.0,1285.0,9.1,64.0,0.7419,21,11,3,2004,3,71,11,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,1,0,2,0.016249999932291665,-2.1999999999999997,2.1999999999999997,-327.0,327.0,-111.0,111.0,4.466666666666666,1.8228183306810002,1497.5,197.08957354461998,6.1,4.8,2.2,1640.0,1581.0,1310.0,5120.7,1316.9,0.39414627563461063
2004-03-11 22:00:00,1.5,965.0,4.7,749.0,94.0,1325.0,85.0,1333.0,821.0,8.2,63.4,0.6905,22,11,3,2004,3,71,11,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,1,0,2,0.015957446638750566,-2.4,2.4,-348.0,348.0,-146.0,146.0,4.35,2.0097263495311997,1443.0,289.0418654797262,3.9,6.9,2.2,1313.0,1776.0,1292.0,1447.5,966.5,-0.0947557613311873
2004-03-11 23:00:00,1.0,913.0,2.6,629.0,47.0,1565.0,53.0,1252.0,552.0,8.2,60.8,0.6657,23,11,3,2004,3,71,11,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,1,0,2,0.021276595291987336,-0.5,0.5,-52.0,52.0,-47.0,47.0,4.033333333333333,2.396386168101182,1364.6666666666667,362.8248429568554,1.5,6.1,2.9,965.0,1640.0,1383.0,913.0,914.0,-0.2223466629390044
2004-03-12 00:00:00,1.7,1080.0,5.9,805.0,122.0,1254.0,97.0,1375.0,816.0,8.3,58.5,0.6438,0,12,3,2004,4,72,11,0.0,1.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1,0,0,0,0,2,0.013934426115291589,0.7,0.7,167.0,167.0,75.0,75.0,3.516666666666667,2.5285700834002345,1281.1666666666667,360.7245024484291,1.0,3.9,4.8,913.0,1313.0,1581.0,1836.0,1081.7,-0.026345688116236308
2004-03-12 01:00:00,1.9,1044.0,6.4,829.0,133.0,1247.0,110.0,1378.0,832.0,7.7,59.7,0.6308,1,12,3,2004,4,72,11,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1,0,0,0,0,2,0.0142857141783029,0.19999999999999996,0.19999999999999996,-36.0,36.0,11.0,11.0,2.683333333333333,1.947733725812301,1159.1666666666667,273.01825335802494,1.7,1.5,6.9,1080.0,965.0,1776.0,1983.6,1045.9,0.004038452929234881
2004-03-12 02:00:00,1.4,988.0,4.1,718.0,82.0,1396.0,91.0,1304.0,692.0,7.1,61.8,0.6276,2,12,3,2004,4,72,11,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1,0,0,0,0,2,0.01707317052349792,-0.5,0.5,-56.0,56.0,-51.0,51.0,1.9000000000000001,1.0256705123966476,1050.5,141.37998443909936,1.9,1.0,6.1,1044.0,913.0,1640.0,1383.1999999999998,989.4,-0.10463296392571626
2004-03-12 03:00:00,0.8,889.0,1.9,574.0,82.0,1680.0,91.0,1187.0,512.0,7.0,62.3,0.6261,3,12,3,2004,4,72,11,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1,0,0,0,0,2,0.009756097441998813,-0.5999999999999999,0.5999999999999999,-99.0,99.0,0.0,0.0,1.383333333333333,0.41673332800085544,979.8333333333334,73.69509255484122,1.4,1.7,3.9,988.0,1080.0,1313.0,711.2,889.8,-0.1689724771275409
2004-03-12 04:00:00,0.8,831.0,1.1,506.0,21.0,1893.0,32.0,1134.0,384.0,6.1,65.9,0.6248,4,12,3,2004,4,72,11,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1,0,0,0,0,2,0.03809523628117922,0.0,0.0,-58.0,58.0,-61.0,61.0,1.2666666666666666,0.47187568984497236,957.5,96.01406147018224,0.8,1.9,1.5,889.0,1044.0,965.0,664.8000000000001,831.8,-0.3021551397837256
2004-03-12 05:00:00,0.6,847.0,1.0,501.0,30.0,1895.0,44.0,1155.0,394.0,6.3,65.0,0.6233,5,12,3,2004,4,72,11,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1,0,0,0,0,2,0.019999999333333355,-0.20000000000000007,0.20000000000000007,16.0,16.0,9.0,9.0,1.2,0.5403702434442537,946.5,105.44903982493122,0.8,1.4,1.0,831.0,988.0,913.0,508.2,847.6,-0.30724289777839775
2004-03-12 06:00:00,0.8,927.0,1.8,571.0,56.0,1685.0,71.0,1223.0,487.0,6.8,62.9,0.6234,6,12,3,2004,4,72,11,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,1,0,0,0,2,0.01428571403061225,0.20000000000000007,0.20000000000000007,80.0,80.0,26.0,26.0,1.05,0.496990945591569,921.0,82.76955962187982,0.6,0.8,1.7,847.0,889.0,1080.0,741.6,927.8,-0.27711789323568475
2004-03-12 07:00:00,1.4,1091.0,4.4,730.0,109.0,1387.0,104.0,1361.0,748.0,6.4,65.1,0.6316,7,12,3,2004,4,72,11,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,1,0,0,0,2,0.012844036579412507,0.5999999999999999,0.5999999999999999,164.0,164.0,53.0,53.0,0.9666666666666667,0.3444802848737044,928.8333333333334,97.62871845244403,0.8,0.8,1.9,927.0,831.0,1044.0,1527.3999999999999,1092.4,-0.12310635352984145
2004-03-12 08:00:00,4.4,1587.0,17.9,1236.0,307.0,897.0,141.0,1900.0,1400.0,7.3,63.1,0.6499,8,12,3,2004,4,72,11,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,1,0,0,0,2,0.014332247510318414,3.0000000000000004,3.0000000000000004,496.0,496.0,198.0,198.0,1.4666666666666668,1.4624180888742688,1028.6666666666667,288.9772770767048,1.4,0.6,1.4,1091.0,847.0,988.0,6982.8,1591.4,0.47341880268081926
2004-03-12 09:00:00,4.4,1545.0,22.1,1353.0,307.0,767.0,141.0,2058.0,1588.0,9.2,56.2,0.6561,9,12,3,2004,4,72,11,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,1,0,0,0,2,0.014332247510318414,0.0,0.0,-42.0,42.0,0.0,0.0,2.066666666666667,1.8272018680667634,1138.0,344.35737250710923,4.4,0.8,0.8,1587.0,927.0,889.0,6798.000000000001,1549.4,0.43443972338027903
2004-03-12 10:00:00,3.1,1350.0,14.0,1118.0,187.0,912.0,122.0,1712.0,1237.0,13.2,41.7,0.632,10,12,3,2004,4,72,11,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,1,0,0,0,2,0.016577540018301924,-1.3000000000000003,1.3000000000000003,-195.0,195.0,-120.0,120.0,2.45,1.7478558292948545,1224.5,315.820043695773,4.4,1.4,0.8,1545.0,1091.0,831.0,4185.0,1353.1,-0.006216687750045413
2004-03-12 11:00:00,2.7,1263.0,11.6,1037.0,216.0,969.0,143.0,1598.0,1167.0,14.3,38.4,0.6243,11,12,3,2004,4,72,11,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,1,0,0,0,2,0.01249999994212963,-0.3999999999999999,0.3999999999999999,-87.0,87.0,29.0,29.0,2.8000000000000003,1.4953260514015005,1293.8333333333333,256.45460936911746,3.1,4.4,0.6,1350.0,1587.0,847.0,3410.1000000000004,1265.7,-0.06532687307583757
2004-03-12 12:00:00,2.1,1206.0,10.2,986.0,143.0,1035.0,113.0,1537.0,959.0,15.0,36.5,0.6195,12,12,3,2004,4,72,11,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,1,0,0,2,0.01468531458262018,-0.6000000000000001,0.6000000000000001,-57.0,57.0,-73.0,73.0,3.016666666666667,1.2155931336868724,1340.3333333333333,194.4321646916133,2.7,4.4,0.8,1263.0,1545.0,927.0,2532.6,1208.1,-0.06766612975078191
2004-03-12 13:00:00,2.5,1252.0,11.0,1016.0,160.0,1008.0,116.0,1593.0,983.0,16.1,34.5,0.6262,13,12,3,2004,4,72,11,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,1,0,0,2,0.01562499990234375,0.3999999999999999,0.3999999999999999,46.0,46.0,17.0,17.0,3.2000000000000006,0.9838699100999092,1367.1666666666667,161.45267624498098,2.1,3.1,1.4,1206.0,1350.0,1091.0,3130.0,1254.5,-0.008605048319740035
2004-03-12 14:00:00,2.7,1287.0,12.8,1078.0,163.0,949.0,123.0,1660.0,1061.0,16.3,35.7,0.656,14,12,3,2004,4,72,11,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,1,0,0,2,0.016564417076291922,0.20000000000000018,0.20000000000000018,35.0,35.0,3.0,3.0,2.9166666666666665,0.7960318251594403,1317.1666666666667,121.1897960501074,2.5,2.7,4.4,1252.0,1263.0,1587.0,3474.9,1289.7,0.06230568981759474
2004-03-12 15:00:00,2.9,1353.0,14.2,1122.0,190.0,922.0,126.0,1740.0,1139.0,15.8,37.0,0.661,15,12,3,2004,4,72,11,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,1,0,0,2,0.015263157814404432,0.19999999999999973,0.19999999999999973,66.0,66.0,27.0,27.0,2.6666666666666665,0.3444802848737053,1285.1666666666667,57.73531559337508,2.7,2.1,4.4,1287.0,1206.0,1545.0,3923.7,1355.9,0.16916261246378525
2004-03-12 16:00:00,2.8,1309.0,12.7,1073.0,178.0,954.0,120.0,1657.0,1112.0,15.9,37.2,0.6657,16,12,3,2004,4,72,11,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,1,0,0,2,0.015730336990279006,-0.10000000000000009,0.10000000000000009,-44.0,44.0,-12.0,12.0,2.6166666666666667,0.2857738033247083,1278.3333333333333,50.50016501623155,2.9,2.5,3.1,1353.0,1252.0,1350.0,3665.2,1311.8,0.13984956409052643
2004-03-12 17:00:00,2.4,1274.0,11.7,1041.0,150.0,1006.0,119.0,1610.0,994.0,16.9,34.3,0.6549,17,12,3,2004,4,72,11,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,1,0,0,2,0.015999999893333335,-0.3999999999999999,0.3999999999999999,-35.0,35.0,-28.0,28.0,2.5666666666666664,0.29439202887759874,1280.1666666666667,50.02965787077318,2.8,2.7,2.7,1309.0,1287.0,1263.0,3057.6,1276.4,0.08328416755802456
2004-03-12 18:00:00,3.9,1510.0,19.3,1277.0,206.0,812.0,149.0,1910.0,1410.0,15.1,39.6,0.6766,18,12,3,2004,4,72,11,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,1,0,2,0.018932038743048354,1.5,1.5,236.0,236.0,56.0,56.0,2.8666666666666667,0.5391351098441555,1330.8333333333333,94.27070948426474,2.4,2.9,2.1,1274.0,1353.0,1206.0,5889.0,1513.9,0.3060174724446127
